"managerName","productCode","productName"
"山西证券股份有限公司","S72870","山西证券稳健收益27号集合资产管理计划"
"山西证券股份有限公司","S73155","山西证券稳健收益28号集合资产管理计划"
"山西证券股份有限公司","S73616","山西证券稳健收益29号集合资产管理计划"
"山西证券股份有限公司","S74343","山西证券对冲精选3号集合资产管理计划"
"山西证券股份有限公司","S75120","山西证券稳健收益30号集合资产管理计划"
"华泰期货有限公司","S80282","华泰期货量化对冲一号-DA期资产管理计划"
"上海新方程股权投资管理有限公司","S81992","新方程星动力S8号基金"
"上海新方程股权投资管理有限公司","S83011","新方程固定收益精选2号基金"
"上海新方程股权投资管理有限公司","S84645","新方程鼎宝对冲基金-瑞享1号"
"华泰期货有限公司","S84760","华泰期货量化招盈资产管理计划"
"上海新方程股权投资管理有限公司","S85151","新方程肯阳价值实现海外基金"
"中国国际金融股份有限公司","S937","中金财富私享267号FOF单一资产管理计划"
"上海海通证券资产管理有限公司","SAE856","海通智选1号集合资产管理计划"
"上海海通证券资产管理有限公司","SAJ799","海通智选2号集合资产管理计划"
"深圳市中债投资基金管理有限公司","SCA845","股债红2号私募基金"
"宁波宁聚资产管理中心（有限合伙）","SCB292","宁聚斑马2号私募证券投资基金"
"上海泓信投资管理有限公司","SCD751","泓信泓筹十八号量化选股私募基金"
"上海相变投资管理有限公司","SCF729","相变稳健4期私募投资基金"
"创元期货股份有限公司","SCL261","创元长流9号资产管理计划"
"上海棋剑资产管理有限公司","SCM030","棋剑季胜量化2号私募证券投资基金"
"创元期货股份有限公司","SCM059","创元长流10号集合资产管理计划"
"深圳市林园投资管理有限责任公司","SCM322","林园投资30号私募证券投资基金"
"暖流资产管理股份有限公司","SCM718","暖流信稳1号私募投资基金"
"上海泽胜投资管理有限公司","SCP249","泽胜-国策驱动1号私募投资基金"
"上海少薮派投资管理有限公司","SCP786","少数派沪深港6号私募证券投资基金"
"杭州源铨投资管理有限公司","SCQ004","源铨西湖5号私募债券投资基金"
"陕西蓝鲸投资管理有限公司","SCQ612","蓝鲸固收宝5号私募投资基金"
"创元期货股份有限公司","SCS909","创元久兴二号集合资产管理计划"
"西藏合众易晟投资管理有限责任公司","SCT103","合众易晟复利增长5号私募证券投资基金"
"上海万霁资产管理有限公司","SCU566","万霁长虹七号私募证券投资基金"
"深圳科乐投资管理企业（有限合伙）","SCV200","赑屃科乐太阳雨五号私募证券投资基金"
"北京黑水磐石资产管理有限责任公司","SCV616","黑水磐石成长三号私募基金"
"北京黑水磐石资产管理有限责任公司","SCX081","黑水磐石成长四号私募基金"
"上海申毅投资股份有限公司","SCX145","申毅骏腾3号私募投资基金"
"兴证创新资本管理有限公司","SCX409","平潭兴证鑫泽股权投资合伙企业（有限合伙）"
"上海希瓦资产管理有限公司","SCY337","希瓦小牛13号私募证券投资基金"
"上海鸣石投资管理有限公司","SCY566","鸣石量化3号私募证券投资基金"
"上海海通证券资产管理有限公司","SCY915","海通年年旺101号集合资产管理计划"
"上海海通证券资产管理有限公司","SCY916","海通年年旺102号集合资产管理计划"
"上海海通证券资产管理有限公司","SCY918","海通年年旺103号集合资产管理计划"
"福建滚雪球投资管理有限公司","SCZ370","滚雪球兴福1号私募证券投资基金"
"上海新方程股权投资管理有限公司","SD8108","新方程鹏扬精选1期证券投资基金"
"华泰期货有限公司","SD9102","华泰期货融儒成长1号A期资产管理计划"
"华泰期货有限公司","SD9103","华泰期货融儒成长1号B期资产管理计划"
"上海新方程股权投资管理有限公司","SD9170","新方程CTA投资基金"
"大成创新资本管理有限公司","SD9520","大成创新资本-瀚华1号专项资产管理计划"
"北京澎泰资本管理股份有限公司","SD9797","澎泰安全边际二期证券投资基金"
"上海凯纳璞淳资产管理有限公司","SE4603","凯纳涅槃1号"
"上海凯纳璞淳资产管理有限公司","SE4604","凯纳涅槃2号"
"上海凯纳璞淳资产管理有限公司","SE4612","凯纳鸿飞1号"
"上海凯纳璞淳资产管理有限公司","SE4619","凯纳鸿飞3号"
"上海凯纳璞淳资产管理有限公司","SE4620","凯纳鸿飞4号"
"上海凯纳璞淳资产管理有限公司","SE4621","凯纳鸿飞5号"
"广州盘通投资管理有限公司","SE5847","盘通1号证券投资基金"
"上海新方程股权投资管理有限公司","SE7390","新方程易皆福金融服务海外基金"
"上海健顺投资管理有限公司","SEA401","健顺云9号私募证券投资基金"
"深圳市隆利投资有限公司","SEA830","一凡私募证券投资基金"
"上海森恩资产管理有限公司","SEB834","福盈纳刺私募基金3号"
"广西智友投资有限公司","SEC597","智友成长一号私募证券投资基金"
"上海方圆达创投资合伙企业（有限合伙）","SEC665","方圆-睿智1号私募证券投资基金"
"上海方圆达创投资合伙企业（有限合伙）","SEC666","方圆-睿智2号私募证券投资基金"
"永安国富资产管理有限公司","SEC895","永安国富-多策略8号混合投资私募基金"
"杭州东锐资产管理有限公司","SEE069","东锐1号私募创业投资基金"
"国投安信期货有限公司","SEE278","国投安信天和1号资产管理计划"
"深圳能敬投资控股有限公司","SEE431","致盛一号私募投资基金"
"深圳能敬投资控股有限公司","SEE432","致盛二号私募投资基金"
"深圳能敬投资控股有限公司","SEE433","致盛三号私募投资基金"
"深圳能敬投资控股有限公司","SEE434","致盛四号私募投资基金"
"上海于翼资产管理合伙企业（有限合伙）","SEE463","东方点赞13号证券私募基金"
"上海泽堃资产管理有限责任公司","SEE651","泽堃积极增长1号私募投资基金"
"福建致远资产管理有限公司","SEE792","致远泰禾员工持股一号私募证券投资基金"
"上海国富投资管理有限公司","SEF113","国富投资神盾1号私募证券投资基金"
"上海艾方资产管理有限公司","SEF423","艾方盈鑫3号私募证券投资基金"
"上海微丰投资管理合伙企业（有限合伙）","SEF533","微丰8号私募证券投资基金"
"深圳能敬投资控股有限公司","SEF563","致盛五号私募投资基金"
"深圳市景泰利丰投资发展有限公司","SEF750","景泰复利回报第二十期私募证券投资基金"
"上海竹筠资产管理有限公司","SEF891","上海竹筠索罗一期私募基金"
"上海汇势通投资管理有限公司","SEJ244","汇势通华德8号私募证券投资基金"
"上海凯纳璞淳资产管理有限公司","SEJ395","凯纳量化对冲10号私募证券基金"
"上海明汯投资管理有限公司","SEJ571","明汯沪千多策略对冲1号私募证券投资基金"
"上海珺容投资管理有限公司","SEJ648","珺容双动力2号私募证券投资基金"
"福建泽源资产管理有限公司","SEK316","泽源23号私募证券投资基金"
"中航基金管理有限公司","SEK455","中航基金同德磐石1号单一资产管理计划"
"前海宽鼎基金管理（深圳）有限公司","SEL034","宽鼎多策略6号私募证券投资基金"
"北京君享资产管理有限责任公司","SEL116","君享丰润一号私募证券投资基金"
"洪泰万亨资产管理（深圳）有限公司","SEL706","云开见月私募证券投资基金"
"华泰期货有限公司","SEL902","华泰期货榕树壹号集合资产管理计划"
"上海尚雅投资管理有限公司","SEM179","尚雅消费成长私募证券投资基金"
"上海健顺投资管理有限公司","SEM799","健顺云10号私募证券投资基金"
"前海宽鼎基金管理（深圳）有限公司","SEQ587","宽鼎量化磐石2号私募证券投资基金"
"深圳市领丰资本管理有限公司","SER198","领丰投资长量1号私募投资基金"
"北京富溪投资管理有限公司","SER222","富溪宏观尊享计划私募投资基金"
"杭州南象资产管理有限公司","SES096","南象指数量化增强1号私募证券投资基金"
"上海北信瑞丰资产管理有限公司","SES214","北信瑞丰资产鸿运六号单一资产管理计划"
"磐京股权投资基金管理(上海)有限公司","SES833","磐京新兴动力1期私募投资基金"
"上海金浦智能科技投资管理有限公司","SES862","上海哥林企业管理合伙企业（有限合伙）"
"上海货力资产管理有限公司","SET055","货力量化对冲5号私募证券投资基金"
"上海北信瑞丰资产管理有限公司","SET472","北信瑞丰资产鸿运七号单一资产管理计划"
"上海洛书投资管理有限公司","SEU673","洛书裕景光和私募证券投资基金"
"上海健顺投资管理有限公司","SEV593","健顺云11号私募证券投资基金"
"上海北信瑞丰资产管理有限公司","SEV971","北信瑞丰资产鸿运九号单一资产管理计划"
"华宝证券有限责任公司","SEW575","华宝证券华量安瑞1号FOF集合资产管理计划"
"合肥沃加投资管理有限公司","SEX968","沃加同会价值一期私募证券投资基金"
"上海瑾谷资产管理有限公司","SEY297","瑾谷资产阳羡1号私募证券投资基金"
"上海恒基浦业资产管理有限公司","SEZ393","恒基浦业祥悦1号可转债增强证券私募投资基金"
"上海鸣石投资管理有限公司","SEZ811","鸣石量化19号私募证券投资基金"
"宁波灵均投资管理合伙企业（有限合伙）","SGA498","灵均尊享中性策略1号1期私募证券投资基金"
"南京瑞航投资管理有限公司","SGA870","瑞航长江1期私募证券投资基金"
"珠海佳期投资有限公司","SGB188","佳期星云私募证券投资基金一期"
"福建泽源资产管理有限公司","SGC004","泽源25号私募证券投资基金"
"苏州工业园区华智汇金资产管理有限公司","SGC053","苏华智量化成长1号私募证券投资基金"
"宁波子润投资管理有限公司","SGC100","子润东来私募证券投资基金"
"杭州玖誉资产管理有限公司","SGC193","玖誉三号私募证券投资基金"
"上海贤盛投资管理有限公司","SGC220","贤盛稳健增强2号私募证券投资基金"
"上海象限资产管理有限公司","SGC405","象限3号私募证券投资基金"
"上海一村投资管理有限公司","SGC473","一村源启1号私募证券投资基金"
"上海一村投资管理有限公司","SGC500","一村源启2号私募证券投资基金"
"深圳能敬投资控股有限公司","SGC775","能敬金开一号证券私募投资基金"
"深圳能敬投资控股有限公司","SGD033","能敬致盛八号证券私募投资基金"
"深圳能敬投资控股有限公司","SGD035","能敬致盛九号证券私募投资基金"
"上海今通投资管理有限公司","SGE379","今通金猪首发私募证券投资基金"
"海南旭日盛德资产管理有限公司","SGE537","旭日盛德价值成长六期私募证券投资基金"
"华元恒道（上海）投资管理有限公司","SGE692","华元恒道启鸣一期私募证券投资基金"
"上海玖歌投资管理有限公司","SGF789","玖歌久诚1号私募证券投资基金"
"上海于翼资产管理合伙企业（有限合伙）","SGG278","于翼东方点赞17号私募证券投资基金"
"上海国富投资管理有限公司","SGG519","国富投资神盾2号私募证券投资基金"
"上海杉树资产管理有限公司","SGH046","杉树量化策略私募证券投资基金"
"九坤投资（北京）有限公司","SGH509","九坤长量一号私募证券投资基金"
"上海合绎投资管理有限公司","SGJ102","合绎塑造者吉祥1号私募证券投资基金"
"广州永兴投资有限公司","SGJ272","永兴长量1号私募证券投资基金"
"深圳大禾投资管理有限公司","SGJ864","大禾投资—掘金27号私募证券投资基金"
"上海锐天投资管理有限公司","SGJ884","锐天长量二号证券私募投资基金"
"上海一村投资管理有限公司","SGK616","一村源启3号私募证券投资基金"
"海通期货股份有限公司","SGK693","海通期货海盈科创1号集合资产管理计划"
"上海国富投资管理有限公司","SGL037","国富投资华安牛1号私募证券投资基金"
"上海国富投资管理有限公司","SGL864","国富投资富鑫1号私募证券投资基金"
"上海北信瑞丰资产管理有限公司","SGM285","北信瑞丰资产鸿运十八号单一资产管理计划"
"浙江白鹭资产管理股份有限公司","SGM404","白鹭桃花岛量化对冲六号私募证券投资基金"
"上海竹筠资产管理有限公司","SGN337","上海竹筠索罗二期私募证券投资基金"
"上海恒复投资管理有限公司","SGN508","恒复价值2号私募证券投资基金"
"建信期货有限责任公司","SGN668","建信期货-期盈量化1号集合资产管理计划"
"上海石锋资产管理有限公司","SGP227","石锋资产笃行3号私募证券投资基金"
"杭州雸昇资产管理有限公司","SGP468","雸昇长量1号私募证券投资基金"
"建信期货有限责任公司","SGQ166","建信期货-期汇畅想9号集合资产管理计划"
"宁波梅山保税港区晏渤投资管理有限公司","SGQ255","晏渤鸿燕行远2号私募证券投资基金"
"上海于翼资产管理合伙企业（有限合伙）","SGQ706","于翼东方点赞9号私募证券投资基金"
"银河期货有限公司","SGQ853","银河期货聊塑债券2号集合资产管理计划"
"天津祎童源资产管理有限公司","SGR850","祎童源量化稳健一号私募证券投资基金"
"北京丰润恒道投资管理有限公司","SGR894","丰润光大尊享一期私募证券投资基金"
"福建泽源资产管理有限公司","SGT042","泽源26号私募证券投资基金"
"深圳市盛冠达资产投资有限公司","SGT546","盛冠达CTA基本面量化5号私募证券投资基金"
"上海和常投资管理有限公司","SGT774","和常基准一号私募证券投资基金"
"上海同犇投资管理中心（有限合伙）","SGV575","同犇消费10号私募证券投资基金"
"北京丰润恒道投资管理有限公司","SGV887","丰润光大卓越一期私募证券投资基金"
"上海启林投资管理有限公司","SGW109","启林城堡私募证券投资基金"
"上海泓信投资管理有限公司","SGW192","泓信泓时三十七号私募证券投资基金"
"中国国际金融股份有限公司","SGW277","中金财富私享1号FOF单一资产管理计划"
"中国国际金融股份有限公司","SGW723","中金财富私享9号FOF单一资产管理计划"
"中国国际金融股份有限公司","SGW807","中金财富私享6号FOF单一资产管理计划"
"中国国际金融股份有限公司","SGX159","中金财富私享2号FOF单一资产管理计划"
"中国国际金融股份有限公司","SGX279","中金财富私享99号FOF单一资产管理计划"
"中国国际金融股份有限公司","SGX280","中金财富私享10号FOF单一资产管理计划"
"中国国际金融股份有限公司","SGX281","中金财富私享18号FOF单一资产管理计划"
"中国国际金融股份有限公司","SGX747","中金财富私享3号FOF单一资产管理计划"
"中国国际金融股份有限公司","SGX748","中金财富私享5号FOF单一资产管理计划"
"中国国际金融股份有限公司","SGX750","中金财富私享11号FOF单一资产管理计划"
"中国国际金融股份有限公司","SGX751","中金财富私享12号FOF单一资产管理计划"
"中国国际金融股份有限公司","SGX752","中金财富私享50号FOF单一资产管理计划"
"中国国际金融股份有限公司","SGX753","中金财富私享66号FOF单一资产管理计划"
"中国国际金融股份有限公司","SGX754","中金财富私享68号FOF单一资产管理计划"
"合肥沃加投资管理有限公司","SGX928","沃加格巴彼高一号私募证券投资基金"
"中国国际金融股份有限公司","SGY195","中金财富私享15号FOF单一资产管理计划"
"中国国际金融股份有限公司","SGY196","中金财富私享17号FOF单一资产管理计划"
"中国国际金融股份有限公司","SGY197","中金财富私享55号FOF单一资产管理计划"
"中国国际金融股份有限公司","SGY198","中金财富私享88号FOF单一资产管理计划"
"鲁民投基金管理有限公司","SGY610","鲁民投全天候一号私募证券投资基金"
"天津中冀盈方投资管理有限公司","SGY758","中冀量化致享私募证券投资基金"
"深圳前海无量资本管理有限公司","SGY931","无量猛牛3号私募证券投资基金"
"中国国际金融股份有限公司","SGZ021","中金财富私享7号FOF单一资产管理计划"
"中国国际金融股份有限公司","SGZ022","中金财富私享19号FOF单一资产管理计划"
"中国国际金融股份有限公司","SGZ023","中金财富私享20号FOF单一资产管理计划"
"中国国际金融股份有限公司","SGZ024","中金财富私享21号FOF单一资产管理计划"
"中国国际金融股份有限公司","SGZ025","中金财富私享23号FOF单一资产管理计划"
"中国国际金融股份有限公司","SGZ938","中金财富私享26号FOF单一资产管理计划"
"中国国际金融股份有限公司","SGZ941","中金财富私享27号FOF单一资产管理计划"
"中国国际金融股份有限公司","SGZ943","中金财富私享28号FOF单一资产管理计划"
"中国国际金融股份有限公司","SGZ944","中金财富私享29号FOF单一资产管理计划"
"中国国际金融股份有限公司","SGZ945","中金财富私享83号FOF单一资产管理计划"
"中国国际金融股份有限公司","SGZ946","中金财富私享32号FOF单一资产管理计划"
"中国国际金融股份有限公司","SGZ947","中金财富私享30号FOF单一资产管理计划"
"上海新方程股权投资管理有限公司","SH1559","新方程星动力S9号基金"
"中欧基金管理有限公司","SH2008","中欧基金浦赢量化对冲1号资产管理计划"
"华泰期货有限公司","SH2834","华泰期货-江苏量化招盈3号资产管理计划"
"富国基金管理有限公司","SH4175","富国基金浦赢量化对冲1号资产管理计划"
"上海达聪资产管理中心(有限合伙)","SHDZHH","上海达甄资产管理中心（有限合伙）"
"上海国泰君安格隆创业投资有限公司","SHYXHH","上海优欣投资管理中心（有限合伙）"
"上海裕众投资管理有限公司","SJ1832","裕众一号证券投资基金"
"中国国际金融股份有限公司","SJ232","中金财富私享817号FOF单一资产管理计划"
"上海新方程股权投资管理有限公司","SJ4683","新方程CTA组合基金"
"中投昆泰（北京）资产管理有限公司","SJ5931","济南凯石兄弟信息技术合伙企业（有限合伙）"
"深圳含金量资本管理有限公司","SJ6101","含金量多策略1号私募基金"
"申银万国期货有限公司","SJ8396","申万汇富威海融升一号资产管理计划"
"中国国际金融股份有限公司","SJ895","中金财富私享268号FOF单一资产管理计划"
"因诺（上海）资产管理有限公司","SJA553","因诺卓越启航3号私募证券投资基金"
"中国国际金融股份有限公司","SJA646","中金财富私享36号FOF单一资产管理计划"
"北京涵德投资管理有限公司","SJA686","涵德成益量化混合2号私募证券投资基金"
"中国国际金融股份有限公司","SJA704","中金财富私享31号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJA705","中金财富私享48号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJA710","中金财富私享86号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJA712","中金财富私享98号FOF单一资产管理计划"
"上海思勰投资管理有限公司","SJA719","思勰投资稳增量化一号私募证券投资基金"
"朱雀基金管理有限公司","SJA730","朱雀CTA2号集合资产管理计划"
"中国国际金融股份有限公司","SJB073","中金财富私享35号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJB074","中金财富私享51号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJB075","中金财富私享38号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJB078","中金财富私享39号FOF单一资产管理计划"
"九坤投资（北京）有限公司","SJB165","九坤长量二号私募证券投资基金"
"永安国富资产管理有限公司","SJB267","永安国富-多策略9号混合投资私募基金"
"中国国际金融股份有限公司","SJB701","中金财富私享52号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJB702","中金财富私享53号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJB706","中金财富私享70号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJB707","中金财富私享71号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJB708","中金财富私享72号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJB709","中金财富私享75号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJB710","中金财富私享77号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJB711","中金财富私享79号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJB712","中金财富私享81号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJB713","中金财富私享87号FOF单一资产管理计划"
"华泰期货有限公司","SJB925","华泰期货FOF2号集合资产管理计划"
"中国国际金融股份有限公司","SJC167","中金财富私享67号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJC429","中金财富私享93号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJC430","中金财富私享100号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJC431","中金财富私享101号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJC624","中金财富私享57号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJC625","中金财富私享62号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJC626","中金财富私享63号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJC627","中金财富私享65号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJC629","中金财富私享69号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJC630","中金财富私享73号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJC631","中金财富私享80号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJC632","中金财富私享82号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJC877","中金财富私享201号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJD124","中金财富私享213号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJD393","中金财富私享22号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJD398","中金财富私享92号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJD399","中金财富私享95号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJD402","中金财富私享219号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJD403","中金财富私享260号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJD408","中金财富私享269号FOF单一资产管理计划"
"大成基金管理有限公司","SJE111","大成基金汇君单一资产管理计划"
"中国国际金融股份有限公司","SJE200","中金财富私享299号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJE262","中金财富私享220号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJE395","中金财富私享202号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJE397","中金财富私享207号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJE400","中金财富私享208号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJE404","中金财富私享215号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJE405","中金财富私享217号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJE408","中金财富私享287号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJE440","中金财富私享281号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJE497","中金财富私享231号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJE687","中金财富私享282号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJE786","中金财富私享290号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJE921","中金财富私享105号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJE923","中金财富私享221号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJE925","中金财富私享283号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJE926","中金财富私享295号FOF单一资产管理计划"
"上海胤狮投资管理有限公司","SJF299","温氏胤狮多策略2号私募证券投资基金"
"苏州抱朴投资管理有限公司","SJF423","抱朴六号私募证券投资基金"
"上海胤狮投资管理有限公司","SJF442","胤狮核心优势私募证券投资基金"
"中国国际金融股份有限公司","SJF874","中金财富私享56号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJF877","中金财富私享76号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJF878","中金财富私享78号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJF881","中金财富私享109号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJF882","中金财富私享116号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJF888","中金财富私享229号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJF895","中金财富私享262号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJG498","中金财富私享232号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJG499","中金财富私享237号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJG501","中金财富私享266号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJG502","中金财富私享291号FOF单一资产管理计划"
"上海趣时资产管理有限公司","SJG523","趣时乐享三号私募证券投资基金"
"上海少薮派投资管理有限公司","SJH065","少数派128号私募证券投资基金"
"深圳市前海宏泰恒信基金管理有限公司","SJH262","宏泰熙琪2号私募证券投资基金"
"广州海浦投资有限公司","SJH431","海浦量化选股7号私募证券投资基金"
"中国国际金融股份有限公司","SJH755","中金财富私享111号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJH764","中金财富私享236号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJH766","中金财富私享256号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJH767","中金财富私享257号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJH775","中金财富私享286号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJH779","中金财富私享297号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJH780","中金财富私享298号FOF单一资产管理计划"
"中国中金财富证券有限公司","SJH848","中金财富私享696号FOF单一资产管理计划"
"中国中金财富证券有限公司","SJH849","中金财富私享699号FOF单一资产管理计划"
"中国中金财富证券有限公司","SJJ154","中金财富私享502号FOF单一资产管理计划"
"中国中金财富证券有限公司","SJJ155","中金财富私享600号FOF单一资产管理计划"
"中国中金财富证券有限公司","SJJ156","中金财富私享698号FOF单一资产管理计划"
"中国中金财富证券有限公司","SJJ305","中金财富私享658号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJJ463","中金财富私享271号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJJ466","中金财富私享275号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJJ470","中金财富私享802号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJJ471","中金财富私享809号FOF单一资产管理计划"
"中国中金财富证券有限公司","SJJ667","中金财富私享678号FOF单一资产管理计划"
"中国中金财富证券有限公司","SJJ677","中金财富私享608号FOF单一资产管理计划"
"中国中金财富证券有限公司","SJJ681","中金财富私享633号FOF单一资产管理计划"
"中国中金财富证券有限公司","SJJ684","中金财富私享686号FOF单一资产管理计划"
"宁波泽添投资管理合伙企业（有限合伙）","SJJ901","宁波泽添启迪资本二号私募证券投资基金"
"天算量化（北京）资本管理有限公司","SJJ902","天算中益量化对冲1号私募证券投资基金"
"中国中金财富证券有限公司","SJK181","中金财富私享668号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJK286","中金财富私享777号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJK287","中金财富私享800号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJK293","中金财富私享812号FOF单一资产管理计划"
"中国中金财富证券有限公司","SJK354","中金财富私享665号FOF单一资产管理计划"
"中国中金财富证券有限公司","SJK414","中金财富私享606号FOF单一资产管理计划"
"中国中金财富证券有限公司","SJK602","中金财富私享616号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJL071","中金财富私享788号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJL073","中金财富私享808号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJL075","中金财富私享813号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJL076","中金财富私享815号FOF单一资产管理计划"
"中国中金财富证券有限公司","SJL128","中金财富私享677号FOF单一资产管理计划"
"西藏博恩资产管理有限公司","SJL173","博恩光华八期私募证券投资基金"
"中国国际金融股份有限公司","SJL232","中金财富私享222号FOF单一资产管理计划"
"中国中金财富证券有限公司","SJL527","中金财富私享968号FOF单一资产管理计划"
"中国中金财富证券有限公司","SJL528","中金财富私享900号FOF单一资产管理计划"
"中国中金财富证券有限公司","SJL822","中金财富私享669号FOF单一资产管理计划"
"中国中金财富证券有限公司","SJL823","中金财富私享689号FOF单一资产管理计划"
"中国中金财富证券有限公司","SJL825","中金财富私享996号FOF单一资产管理计划"
"北京丰润恒道投资管理有限公司","SJL954","丰润恒道指数增强十六期私募证券投资基金"
"天津子正资产管理有限公司","SJM118","子正荏阳增长私募证券投资基金"
"天算量化（北京）资本管理有限公司","SJM189","天算点金11号私募证券投资基金"
"中国国际金融股份有限公司","SJM191","中金财富私享820号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJM193","中金财富私享862号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJM194","中金财富私享899号FOF单一资产管理计划"
"深圳市凯丰投资管理有限公司","SJM404","凯丰宏观策略16-9号证券投资私募基金"
"中国中金财富证券有限公司","SJM679","中金财富私享911号FOF单一资产管理计划"
"中国中金财富证券有限公司","SJM680","中金财富私享918号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJM801","中金财富私享819号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJM802","中金财富私享821号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJM806","中金财富私享828号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJM807","中金财富私享833号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJM810","中金财富私享863号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJM811","中金财富私享880号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJM812","中金财富私享890号FOF单一资产管理计划"
"中国中金财富证券有限公司","SJM915","中金财富私享508号FOF单一资产管理计划"
"中国中金财富证券有限公司","SJN450","中金财富私享999号FOF单一资产管理计划"
"中国中金财富证券有限公司","SJN451","中金财富私享958号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJN477","中金财富私享716号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJN478","中金财富私享718号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJN481","中金财富私享822号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJN482","中金财富私享823号FOF单一资产管理计划"
